model,threshold,n,positives,predicted_positives,tp,fp,tn,fn,accuracy,sensitivity,specificity,precision,npv,f1,balanced_accuracy,auc,brier
BUP_model,0.64,387,112,4,3,1,274,109,0.7157622739018088,0.026785714285714284,0.9963636363636363,0.75,0.7154046997389034,0.051724137931034475,0.5115746753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.65,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.66,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.67,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.68,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.69,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.7,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.71,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.72,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.73,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.74,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.75,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.76,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.77,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.78,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.79,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.8,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.81,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.82,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.83,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.84,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.85,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.86,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.87,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.88,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.89,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.9,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.91,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.92,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.93,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.94,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.95,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.96,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.97,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.98,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.99,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
