threshold_arp,threshold_bup,n_g1,r_g1,n_g2,r_g2,n_g3,r_g3,n_g4,r_g4,,
0.28,0.43,29,0.551724138,2,0.5,169,0.366863905,187,0.176470588,,
0.32,0.37,47,0.531914894,9,0.666666667,110,0.381818182,221,0.176470588,,
0.28,0.44,25,0.52,2,0.5,173,0.375722543,187,0.176470588,,
0.37,0.25,80,0.4625,56,0.339285714,30,0.566666667,221,0.176470588,,
0.34,0.13,108,0.453703704,152,0.217105263,25,0.48,102,0.176470588,,
0.35,0.35,52,0.5,15,0.6,71,0.464788732,249,0.176706827,,
0.36,0.26,78,0.461538462,45,0.355555556,38,0.526315789,226,0.17699115,,
0.27,0.45,21,0.571428571,2,0.5,189,0.35978836,175,0.177142857,,
0.27,0.46,21,0.571428571,2,0.5,189,0.35978836,175,0.177142857,,
0.27,0.42,32,0.5625,2,0.5,178,0.348314607,175,0.177142857,,
0.27,0.43,29,0.551724138,2,0.5,181,0.35359116,175,0.177142857,,
0.27,0.44,25,0.52,2,0.5,185,0.362162162,175,0.177142857,,
0.25,0.65,3,1,0,,226,0.35840708,158,0.17721519,,
0.25,0.66,3,1,0,,226,0.35840708,158,0.17721519,,
0.25,0.67,3,1,0,,226,0.35840708,158,0.17721519,,
0.25,0.68,1,1,0,,228,0.364035088,158,0.17721519,,
0.25,0.69,1,1,0,,228,0.364035088,158,0.17721519,,
0.25,0.7,1,1,0,,228,0.364035088,158,0.17721519,,
0.25,0.61,4,0.75,0,,225,0.36,158,0.17721519,,
0.25,0.62,4,0.75,0,,225,0.36,158,0.17721519,,
0.25,0.63,4,0.75,0,,225,0.36,158,0.17721519,,
0.25,0.64,4,0.75,0,,225,0.36,158,0.17721519,,
0.25,0.52,10,0.6,0,,219,0.356164384,158,0.17721519,,
0.25,0.56,5,0.6,0,,224,0.361607143,158,0.17721519,,
0.25,0.57,5,0.6,0,,224,0.361607143,158,0.17721519,,
0.25,0.58,5,0.6,0,,224,0.361607143,158,0.17721519,,
0.25,0.59,5,0.6,0,,224,0.361607143,158,0.17721519,,
0.25,0.6,5,0.6,0,,224,0.361607143,158,0.17721519,,
0.25,0.5,16,0.5625,0,,213,0.352112676,158,0.17721519,,
0.25,0.53,9,0.555555556,0,,220,0.359090909,158,0.17721519,,
0.25,0.51,11,0.545454545,0,,218,0.357798165,158,0.17721519,,
0.25,0.54,8,0.5,0,,221,0.36199095,158,0.17721519,,
0.25,0.55,8,0.5,0,,221,0.36199095,158,0.17721519,,
0.25,0.71,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.72,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.73,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.74,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.75,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.76,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.77,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.78,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.79,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.8,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.81,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.82,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.83,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.84,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.85,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.86,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.87,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.88,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.89,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.9,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.91,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.92,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.93,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.94,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.95,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.96,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.97,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.98,0,,0,,229,0.366812227,158,0.17721519,,
0.25,0.99,0,,0,,229,0.366812227,158,0.17721519,,
0.36,0.31,58,0.5,23,0.52173913,58,0.465517241,248,0.177419355,,
0.37,0.3,63,0.492063492,29,0.482758621,47,0.489361702,248,0.177419355,,
0.37,0.13,90,0.477777778,170,0.229411765,20,0.55,107,0.177570093,,
0.34,0.26,83,0.469879518,40,0.325,50,0.44,214,0.177570093,,
0.34,0.36,50,0.54,12,0.666666667,83,0.409638554,242,0.17768595,,
0.25,0.45,22,0.590909091,1,0,207,0.342995169,157,0.178343949,,
0.25,0.46,22,0.590909091,1,0,207,0.342995169,157,0.178343949,,
0.25,0.42,33,0.575757576,1,0,196,0.331632653,157,0.178343949,,
0.25,0.43,30,0.566666667,1,0,199,0.336683417,157,0.178343949,,
0.25,0.47,20,0.55,1,0,209,0.349282297,157,0.178343949,,
0.25,0.48,20,0.55,1,0,209,0.349282297,157,0.178343949,,
0.25,0.44,26,0.538461538,1,0,203,0.344827586,157,0.178343949,,
0.25,0.49,17,0.529411765,1,0,212,0.353773585,157,0.178343949,,
0.34,0.35,54,0.5,13,0.615384615,79,0.430379747,241,0.178423237,,
0.29,0.41,37,0.540540541,3,0.666666667,151,0.364238411,196,0.178571429,,
0.36,0.34,53,0.509433962,19,0.578947368,63,0.46031746,252,0.178571429,,
0.36,0.33,56,0.482142857,19,0.578947368,60,0.483333333,252,0.178571429,,
0.24,0.41,38,0.552631579,2,0.5,196,0.321428571,151,0.178807947,,
0.36,0.32,57,0.49122807,20,0.55,59,0.474576271,251,0.179282869,,
0.23,0.41,38,0.552631579,2,0.5,202,0.316831683,145,0.179310345,,
0.32,0.39,43,0.558139535,7,0.714285714,114,0.377192982,223,0.179372197,,
0.32,0.4,37,0.540540541,7,0.714285714,120,0.391666667,223,0.179372197,,
0.37,0.27,73,0.479452055,43,0.372093023,37,0.513513514,234,0.179487179,,
0.3,0.41,36,0.527777778,4,0.75,141,0.375886525,206,0.17961165,,
0.26,0.65,3,1,0,,217,0.3640553,167,0.179640719,,
0.26,0.66,3,1,0,,217,0.3640553,167,0.179640719,,
0.26,0.67,3,1,0,,217,0.3640553,167,0.179640719,,
0.26,0.68,1,1,0,,219,0.369863014,167,0.179640719,,
0.26,0.69,1,1,0,,219,0.369863014,167,0.179640719,,
0.26,0.7,1,1,0,,219,0.369863014,167,0.179640719,,
0.26,0.61,4,0.75,0,,216,0.365740741,167,0.179640719,,
0.26,0.62,4,0.75,0,,216,0.365740741,167,0.179640719,,
0.26,0.63,4,0.75,0,,216,0.365740741,167,0.179640719,,
0.26,0.64,4,0.75,0,,216,0.365740741,167,0.179640719,,
0.26,0.52,10,0.6,0,,210,0.361904762,167,0.179640719,,
0.26,0.56,5,0.6,0,,215,0.36744186,167,0.179640719,,
0.26,0.57,5,0.6,0,,215,0.36744186,167,0.179640719,,
0.26,0.58,5,0.6,0,,215,0.36744186,167,0.179640719,,
0.26,0.59,5,0.6,0,,215,0.36744186,167,0.179640719,,
0.26,0.6,5,0.6,0,,215,0.36744186,167,0.179640719,,
0.26,0.5,16,0.5625,0,,204,0.357843137,167,0.179640719,,
0.26,0.53,9,0.555555556,0,,211,0.36492891,167,0.179640719,,
0.26,0.51,11,0.545454545,0,,209,0.363636364,167,0.179640719,,
0.26,0.54,8,0.5,0,,212,0.367924528,167,0.179640719,,
0.26,0.55,8,0.5,0,,212,0.367924528,167,0.179640719,,
0.26,0.71,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.72,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.73,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.74,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.75,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.76,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.77,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.78,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.79,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.8,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.81,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.82,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.83,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.84,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.85,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.86,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.87,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.88,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.89,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.9,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.91,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.92,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.93,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.94,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.95,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.96,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.97,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.98,0,,0,,220,0.372727273,167,0.179640719,,
0.26,0.99,0,,0,,220,0.372727273,167,0.179640719,,
0.28,0.65,3,1,0,,195,0.384615385,189,0.17989418,,
0.28,0.66,3,1,0,,195,0.384615385,189,0.17989418,,
0.28,0.67,3,1,0,,195,0.384615385,189,0.17989418,,
0.28,0.68,1,1,0,,197,0.390862944,189,0.17989418,,
0.28,0.69,1,1,0,,197,0.390862944,189,0.17989418,,
0.28,0.7,1,1,0,,197,0.390862944,189,0.17989418,,
0.28,0.61,4,0.75,0,,194,0.386597938,189,0.17989418,,
0.28,0.62,4,0.75,0,,194,0.386597938,189,0.17989418,,
0.28,0.63,4,0.75,0,,194,0.386597938,189,0.17989418,,
0.28,0.64,4,0.75,0,,194,0.386597938,189,0.17989418,,
0.28,0.52,10,0.6,0,,188,0.382978723,189,0.17989418,,
0.28,0.56,5,0.6,0,,193,0.388601036,189,0.17989418,,
0.28,0.57,5,0.6,0,,193,0.388601036,189,0.17989418,,
0.28,0.58,5,0.6,0,,193,0.388601036,189,0.17989418,,
0.28,0.59,5,0.6,0,,193,0.388601036,189,0.17989418,,
0.28,0.6,5,0.6,0,,193,0.388601036,189,0.17989418,,
0.28,0.5,16,0.5625,0,,182,0.379120879,189,0.17989418,,
0.28,0.53,9,0.555555556,0,,189,0.386243386,189,0.17989418,,
0.28,0.51,11,0.545454545,0,,187,0.385026738,189,0.17989418,,
0.28,0.54,8,0.5,0,,190,0.389473684,189,0.17989418,,
0.28,0.55,8,0.5,0,,190,0.389473684,189,0.17989418,,
0.28,0.71,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.72,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.73,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.74,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.75,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.76,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.77,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.78,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.79,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.8,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.81,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.82,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.83,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.84,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.85,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.86,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.87,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.88,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.89,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.9,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.91,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.92,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.93,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.94,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.95,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.96,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.97,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.98,0,,0,,198,0.393939394,189,0.17989418,,
0.28,0.99,0,,0,,198,0.393939394,189,0.17989418,,
0.37,0.12,91,0.483516484,177,0.225988701,19,0.526315789,100,0.18,,
0.38,0.18,80,0.4875,127,0.283464567,19,0.421052632,161,0.180124224,,
0.31,0.41,36,0.527777778,4,0.75,131,0.389312977,216,0.180555556,,
0.26,0.45,22,0.590909091,1,0,198,0.348484848,166,0.180722892,,
0.26,0.46,22,0.590909091,1,0,198,0.348484848,166,0.180722892,,
0.26,0.42,33,0.575757576,1,0,187,0.336898396,166,0.180722892,,
0.26,0.43,30,0.566666667,1,0,190,0.342105263,166,0.180722892,,
0.26,0.47,20,0.55,1,0,200,0.355,166,0.180722892,,
0.26,0.48,20,0.55,1,0,200,0.355,166,0.180722892,,
0.26,0.44,26,0.538461538,1,0,194,0.350515464,166,0.180722892,,
0.26,0.49,17,0.529411765,1,0,203,0.359605911,166,0.180722892,,
0.27,0.65,3,1,0,,207,0.371980676,177,0.18079096,,
0.27,0.66,3,1,0,,207,0.371980676,177,0.18079096,,
0.27,0.67,3,1,0,,207,0.371980676,177,0.18079096,,
0.27,0.68,1,1,0,,209,0.377990431,177,0.18079096,,
0.27,0.69,1,1,0,,209,0.377990431,177,0.18079096,,
0.27,0.7,1,1,0,,209,0.377990431,177,0.18079096,,
0.27,0.61,4,0.75,0,,206,0.373786408,177,0.18079096,,
0.27,0.62,4,0.75,0,,206,0.373786408,177,0.18079096,,
0.27,0.63,4,0.75,0,,206,0.373786408,177,0.18079096,,
0.27,0.64,4,0.75,0,,206,0.373786408,177,0.18079096,,
0.27,0.52,10,0.6,0,,200,0.37,177,0.18079096,,
0.27,0.56,5,0.6,0,,205,0.375609756,177,0.18079096,,
0.27,0.57,5,0.6,0,,205,0.375609756,177,0.18079096,,
0.27,0.58,5,0.6,0,,205,0.375609756,177,0.18079096,,
0.27,0.59,5,0.6,0,,205,0.375609756,177,0.18079096,,
0.27,0.6,5,0.6,0,,205,0.375609756,177,0.18079096,,
0.27,0.5,16,0.5625,0,,194,0.365979381,177,0.18079096,,
0.27,0.53,9,0.555555556,0,,201,0.373134328,177,0.18079096,,
0.27,0.51,11,0.545454545,0,,199,0.371859296,177,0.18079096,,
0.27,0.54,8,0.5,0,,202,0.376237624,177,0.18079096,,
0.27,0.55,8,0.5,0,,202,0.376237624,177,0.18079096,,
0.27,0.71,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.72,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.73,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.74,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.75,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.76,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.77,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.78,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.79,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.8,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.81,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.82,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.83,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.84,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.85,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.86,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.87,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.88,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.89,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.9,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.91,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.92,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.93,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.94,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.95,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.96,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.97,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.98,0,,0,,210,0.380952381,177,0.18079096,,
0.27,0.99,0,,0,,210,0.380952381,177,0.18079096,,
0.28,0.47,20,0.55,1,0,178,0.376404494,188,0.180851064,,
0.28,0.48,20,0.55,1,0,178,0.376404494,188,0.180851064,,
0.28,0.49,17,0.529411765,1,0,181,0.38121547,188,0.180851064,,
0.37,0.26,78,0.461538462,45,0.355555556,32,0.5625,232,0.181034483,,
0.35,0.38,43,0.558139535,10,0.7,80,0.4375,254,0.181102362,,
0.37,0.31,58,0.5,23,0.52173913,52,0.480769231,254,0.181102362,,
0.27,0.47,20,0.55,1,0,190,0.363157895,176,0.181818182,,
0.27,0.48,20,0.55,1,0,190,0.363157895,176,0.181818182,,
0.35,0.37,45,0.533333333,11,0.636363636,78,0.448717949,253,0.181818182,,
0.27,0.49,17,0.529411765,1,0,193,0.367875648,176,0.181818182,,
0.37,0.34,53,0.509433962,19,0.578947368,57,0.473684211,258,0.182170543,,
0.37,0.33,56,0.482142857,19,0.578947368,54,0.5,258,0.182170543,,
0.33,0.41,36,0.527777778,4,0.75,111,0.423423423,236,0.18220339,,
0.29,0.45,21,0.571428571,2,0.5,167,0.377245509,197,0.182741117,,
0.29,0.46,21,0.571428571,2,0.5,167,0.377245509,197,0.182741117,,
0.29,0.42,32,0.5625,2,0.5,156,0.365384615,197,0.182741117,,
0.29,0.43,29,0.551724138,2,0.5,159,0.371069182,197,0.182741117,,
0.29,0.44,25,0.52,2,0.5,163,0.380368098,197,0.182741117,,
0.37,0.32,57,0.49122807,20,0.55,53,0.490566038,257,0.182879377,,
0.24,0.65,3,1,0,,231,0.350649351,153,0.183006536,,
0.24,0.66,3,1,0,,231,0.350649351,153,0.183006536,,
0.24,0.67,3,1,0,,231,0.350649351,153,0.183006536,,
0.24,0.68,1,1,0,,233,0.356223176,153,0.183006536,,
0.24,0.69,1,1,0,,233,0.356223176,153,0.183006536,,
0.24,0.7,1,1,0,,233,0.356223176,153,0.183006536,,
0.24,0.61,4,0.75,0,,230,0.352173913,153,0.183006536,,
0.24,0.62,4,0.75,0,,230,0.352173913,153,0.183006536,,
0.24,0.63,4,0.75,0,,230,0.352173913,153,0.183006536,,
0.24,0.64,4,0.75,0,,230,0.352173913,153,0.183006536,,
0.24,0.52,10,0.6,0,,224,0.348214286,153,0.183006536,,
0.24,0.56,5,0.6,0,,229,0.35371179,153,0.183006536,,
0.24,0.57,5,0.6,0,,229,0.35371179,153,0.183006536,,
0.24,0.58,5,0.6,0,,229,0.35371179,153,0.183006536,,
0.24,0.59,5,0.6,0,,229,0.35371179,153,0.183006536,,
0.24,0.6,5,0.6,0,,229,0.35371179,153,0.183006536,,
0.24,0.5,16,0.5625,0,,218,0.344036697,153,0.183006536,,
0.24,0.53,9,0.555555556,0,,225,0.351111111,153,0.183006536,,
0.24,0.51,11,0.545454545,0,,223,0.349775785,153,0.183006536,,
0.24,0.54,8,0.5,0,,226,0.353982301,153,0.183006536,,
0.24,0.55,8,0.5,0,,226,0.353982301,153,0.183006536,,
0.24,0.71,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.72,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.73,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.74,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.75,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.76,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.77,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.78,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.79,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.8,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.81,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.82,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.83,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.84,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.85,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.86,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.87,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.88,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.89,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.9,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.91,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.92,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.93,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.94,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.95,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.96,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.97,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.98,0,,0,,234,0.358974359,153,0.183006536,,
0.24,0.99,0,,0,,234,0.358974359,153,0.183006536,,
0.3,0.45,20,0.55,3,0.666666667,157,0.388535032,207,0.183574879,,
0.3,0.46,20,0.55,3,0.666666667,157,0.388535032,207,0.183574879,,
0.3,0.42,31,0.548387097,3,0.666666667,146,0.376712329,207,0.183574879,,
0.3,0.43,28,0.535714286,3,0.666666667,149,0.382550336,207,0.183574879,,
0.3,0.44,24,0.5,3,0.666666667,153,0.392156863,207,0.183574879,,
0.36,0.36,47,0.553191489,15,0.6,69,0.434782609,256,0.18359375,,
0.35,0.39,42,0.547619048,8,0.75,81,0.444444444,256,0.18359375,,
0.35,0.4,36,0.527777778,8,0.75,87,0.459770115,256,0.18359375,,
0.23,0.65,3,1,0,,237,0.345991561,147,0.183673469,,
0.23,0.66,3,1,0,,237,0.345991561,147,0.183673469,,
0.23,0.67,3,1,0,,237,0.345991561,147,0.183673469,,
0.23,0.68,1,1,0,,239,0.351464435,147,0.183673469,,
0.23,0.69,1,1,0,,239,0.351464435,147,0.183673469,,
0.23,0.7,1,1,0,,239,0.351464435,147,0.183673469,,
0.23,0.61,4,0.75,0,,236,0.347457627,147,0.183673469,,
0.23,0.62,4,0.75,0,,236,0.347457627,147,0.183673469,,
0.23,0.63,4,0.75,0,,236,0.347457627,147,0.183673469,,
0.23,0.64,4,0.75,0,,236,0.347457627,147,0.183673469,,
0.23,0.52,10,0.6,0,,230,0.343478261,147,0.183673469,,
0.23,0.56,5,0.6,0,,235,0.34893617,147,0.183673469,,
0.23,0.57,5,0.6,0,,235,0.34893617,147,0.183673469,,
0.23,0.58,5,0.6,0,,235,0.34893617,147,0.183673469,,
0.23,0.59,5,0.6,0,,235,0.34893617,147,0.183673469,,
0.23,0.6,5,0.6,0,,235,0.34893617,147,0.183673469,,
0.34,0.38,44,0.568181818,9,0.666666667,89,0.404494382,245,0.183673469,,
0.23,0.5,16,0.5625,0,,224,0.339285714,147,0.183673469,,
0.23,0.53,9,0.555555556,0,,231,0.346320346,147,0.183673469,,
0.23,0.51,11,0.545454545,0,,229,0.344978166,147,0.183673469,,
0.34,0.37,47,0.531914894,9,0.666666667,86,0.418604651,245,0.183673469,,
0.23,0.54,8,0.5,0,,232,0.349137931,147,0.183673469,,
0.23,0.55,8,0.5,0,,232,0.349137931,147,0.183673469,,
0.36,0.12,95,0.484210526,173,0.219653179,21,0.476190476,98,0.183673469,,
0.23,0.71,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.72,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.73,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.74,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.75,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.76,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.77,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.78,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.79,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.8,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.81,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.82,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.83,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.84,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.85,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.86,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.87,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.88,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.89,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.9,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.91,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.92,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.93,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.94,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.95,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.96,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.97,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.98,0,,0,,240,0.354166667,147,0.183673469,,
0.23,0.99,0,,0,,240,0.354166667,147,0.183673469,,
0.37,0.11,91,0.483516484,190,0.221052632,19,0.526315789,87,0.183908046,,
0.24,0.45,22,0.590909091,1,0,212,0.33490566,152,0.184210526,,
0.24,0.46,22,0.590909091,1,0,212,0.33490566,152,0.184210526,,
0.24,0.42,33,0.575757576,1,0,201,0.323383085,152,0.184210526,,
0.24,0.43,30,0.566666667,1,0,204,0.328431373,152,0.184210526,,
0.24,0.47,20,0.55,1,0,214,0.341121495,152,0.184210526,,
0.24,0.48,20,0.55,1,0,214,0.341121495,152,0.184210526,,
0.24,0.44,26,0.538461538,1,0,208,0.336538462,152,0.184210526,,
0.24,0.49,17,0.529411765,1,0,217,0.34562212,152,0.184210526,,
0.38,0.21,77,0.480519481,98,0.306122449,22,0.454545455,190,0.184210526,,
0.36,0.35,51,0.509803922,16,0.5625,65,0.461538462,255,0.184313725,,
0.31,0.45,20,0.55,3,0.666666667,147,0.401360544,217,0.184331797,,
0.31,0.46,20,0.55,3,0.666666667,147,0.401360544,217,0.184331797,,
0.31,0.42,31,0.548387097,3,0.666666667,136,0.389705882,217,0.184331797,,
0.31,0.43,28,0.535714286,3,0.666666667,139,0.395683453,217,0.184331797,,
0.31,0.44,24,0.5,3,0.666666667,143,0.405594406,217,0.184331797,,
0.22,0.65,3,1,0,,243,0.341563786,141,0.184397163,,
0.22,0.66,3,1,0,,243,0.341563786,141,0.184397163,,
0.22,0.67,3,1,0,,243,0.341563786,141,0.184397163,,
0.22,0.68,1,1,0,,245,0.346938776,141,0.184397163,,
0.22,0.69,1,1,0,,245,0.346938776,141,0.184397163,,
0.22,0.7,1,1,0,,245,0.346938776,141,0.184397163,,
0.22,0.61,4,0.75,0,,242,0.342975207,141,0.184397163,,
0.22,0.62,4,0.75,0,,242,0.342975207,141,0.184397163,,
0.22,0.63,4,0.75,0,,242,0.342975207,141,0.184397163,,
0.22,0.64,4,0.75,0,,242,0.342975207,141,0.184397163,,
